Serial Number:20755797 --

"Date Time, GMT -0700","Temp, (*F)","Host Connect","Button Down","Button Up","EOF"
2021-06-25 16:44:34,78.39, , , , 
2021-06-25 16:54:34,77.09, , , , 
2021-06-25 17:04:34,75.93, , , , 
2021-06-25 17:14:34,74.97, , , , 
2021-06-25 17:24:34,74.35, , , , 
2021-06-25 17:34:34,73.62, , , , 
2021-06-25 17:44:34,72.73, , , , 
2021-06-25 17:54:34,72.05, , , , 
2021-06-25 18:04:34,71.42, , , , 
2021-06-25 18:14:34,70.86, , , , 
2021-06-25 18:24:34,70.34, , , , 
2021-06-25 18:34:34,69.83, , , , 
2021-06-25 18:44:34,69.41, , , , 
2021-06-25 18:54:34,68.98, , , , 
2021-06-25 19:04:34,68.58, , , , 
2021-06-25 19:14:34,68.25, , , , 
2021-06-25 19:24:34,67.81, , , , 
2021-06-25 19:34:34,67.56, , , , 
2021-06-25 19:44:34,67.25, , , , 
2021-06-25 19:54:34,66.94, , , , 
2021-06-25 20:04:34,66.63, , , , 
2021-06-25 20:14:34,66.30, , , , 
2021-06-25 20:24:34,65.88, , , , 
2021-06-25 20:34:34,65.86, , , , 
2021-06-25 20:44:34,65.14, , , , 
2021-06-25 20:54:34,63.56, , , , 
2021-06-25 21:04:34,61.65, , , , 
2021-06-25 21:14:34,61.03, , , , 
2021-06-25 21:24:34,60.70, , , , 
2021-06-25 21:34:34,60.39, , , , 
2021-06-25 21:44:34,60.16, , , , 
2021-06-25 21:54:34,59.99, , , , 
2021-06-25 22:04:34,59.85, , , , 
2021-06-25 22:14:34,59.72, , , , 
2021-06-25 22:24:34,59.52, , , , 
2021-06-25 22:34:34,59.37, , , , 
2021-06-25 22:44:34,59.23, , , , 
2021-06-25 22:54:34,59.14, , , , 
2021-06-25 23:04:34,59.02, , , , 
2021-06-25 23:14:34,58.98, , , , 
2021-06-25 23:24:34,58.93, , , , 
2021-06-25 23:34:34,58.85, , , , 
2021-06-25 23:44:34,58.75, , , , 
2021-06-25 23:54:34,58.71, , , , 
2021-06-26 00:04:34,58.62, , , , 
2021-06-26 00:14:34,58.54, , , , 
2021-06-26 00:24:34,58.52, , , , 
2021-06-26 00:34:34,58.44, , , , 
2021-06-26 00:44:34,58.39, , , , 
2021-06-26 00:54:34,58.31, , , , 
2021-06-26 01:04:34,58.19, , , , 
2021-06-26 01:14:34,58.10, , , , 
2021-06-26 01:24:34,58.08, , , , 
2021-06-26 01:34:34,58.25, , , , 
2021-06-26 01:44:34,58.13, , , , 
2021-06-26 01:54:34,58.40, , , , 
2021-06-26 02:04:34,58.52, , , , 
2021-06-26 02:14:34,58.79, , , , 
2021-06-26 02:24:34,59.08, , , , 
2021-06-26 02:34:34,59.27, , , , 
2021-06-26 02:44:34,59.45, , , , 
2021-06-26 02:54:34,59.58, , , , 
2021-06-26 03:04:34,59.68, , , , 
2021-06-26 03:14:34,59.83, , , , 
2021-06-26 03:24:34,59.89, , , , 
2021-06-26 03:34:34,60.03, , , , 
2021-06-26 03:44:34,60.10, , , , 
2021-06-26 03:54:34,60.14, , , , 
2021-06-26 04:04:34,60.20, , , , 
2021-06-26 04:14:34,60.22, , , , 
2021-06-26 04:24:34,60.24, , , , 
2021-06-26 04:34:34,60.32, , , , 
2021-06-26 04:44:34,60.32, , , , 
2021-06-26 04:54:34,60.37, , , , 
2021-06-26 05:04:34,60.35, , , , 
2021-06-26 05:14:34,60.39, , , , 
2021-06-26 05:24:34,60.43, , , , 
2021-06-26 05:34:34,60.45, , , , 
2021-06-26 05:44:34,60.47, , , , 
2021-06-26 05:54:34,60.49, , , , 
2021-06-26 06:04:34,60.55, , , , 
2021-06-26 06:14:34,60.61, , , , 
2021-06-26 06:24:34,60.78, , , , 
2021-06-26 06:34:34,60.80, , , , 
2021-06-26 06:44:34,60.95, , , , 
2021-06-26 06:54:34,61.17, , , , 
2021-06-26 07:04:34,61.36, , , , 
2021-06-26 07:14:34,61.76, , , , 
2021-06-26 07:24:34,63.00, , , , 
2021-06-26 07:34:34,63.37, , , , 
2021-06-26 07:44:34,63.42, , , , 
2021-06-26 07:54:34,63.69, , , , 
2021-06-26 08:04:34,63.73, , , , 
2021-06-26 08:14:34,63.73, , , , 
2021-06-26 08:24:34,63.73, , , , 
2021-06-26 08:34:34,63.85, , , , 
2021-06-26 08:44:34,63.95, , , , 
2021-06-26 08:54:34,64.08, , , , 
2021-06-26 09:04:34,64.33, , , , 
2021-06-26 09:14:34,64.72, , , , 
2021-06-26 09:24:34,65.28, , , , 
2021-06-26 09:34:34,65.80, , , , 
2021-06-26 09:44:34,66.42, , , , 
2021-06-26 09:54:34,67.25, , , , 
2021-06-26 10:04:34,67.98, , , , 
2021-06-26 10:14:34,70.06, , , , 
2021-06-26 10:24:34,73.98, , , , 
2021-06-26 10:34:34,76.32, , , , 
2021-06-26 10:44:34,78.48, , , , 
2021-06-26 10:54:34,80.41, , , , 
2021-06-26 11:04:34,82.09, , , , 
2021-06-26 11:14:34,83.58, , , , 
2021-06-26 11:24:34,85.05, , , , 
2021-06-26 11:34:34,86.28, , , , 
2021-06-26 11:44:34,87.34, , , , 
2021-06-26 11:54:34,88.31, , , , 
2021-06-26 12:04:34,89.10, , , , 
2021-06-26 12:14:34,89.93, , , , 
2021-06-26 12:24:34,90.66, , , , 
2021-06-26 12:34:34,91.53, , , , 
2021-06-26 12:44:34,91.96, , , , 
2021-06-26 12:54:34,92.42, , , , 
2021-06-26 13:04:34,92.84, , , , 
2021-06-26 13:14:34,93.19, , , , 
2021-06-26 13:24:34,93.52, , , , 
2021-06-26 13:34:34,93.73, , , , 
2021-06-26 13:44:34,94.10, , , , 
2021-06-26 13:54:34,94.27, , , , 
2021-06-26 14:04:34,94.35, , , , 
2021-06-26 14:14:34,94.60, , , , 
2021-06-26 14:24:34,94.68, , , , 
2021-06-26 14:34:34,94.56, , , , 
2021-06-26 14:44:34,94.31, , , , 
2021-06-26 14:54:34,94.22, , , , 
2021-06-26 15:04:34,93.93, , , , 
2021-06-26 15:14:34,93.56, , , , 
2021-06-26 15:24:34,93.35, , , , 
2021-06-26 15:34:34,93.06, , , , 
2021-06-26 15:44:34,89.58, , , , 
2021-06-26 15:54:34,85.70, , , , 
2021-06-26 16:04:34,83.37, , , , 
2021-06-26 16:14:34,81.28, , , , 
2021-06-26 16:24:34,79.58, , , , 
2021-06-26 16:34:34,78.13, , , , 
2021-06-26 16:44:34,76.90, , , , 
2021-06-26 16:54:34,75.86, , , , 
2021-06-26 17:04:34,74.95, , , , 
2021-06-26 17:14:34,74.04, , , , 
2021-06-26 17:24:34,73.46, , , , 
2021-06-26 17:34:34,72.75, , , , 
2021-06-26 17:44:34,72.21, , , , 
2021-06-26 17:54:34,71.63, , , , 
2021-06-26 18:04:34,71.20, , , , 
2021-06-26 18:14:34,70.76, , , , 
2021-06-26 18:24:34,70.35, , , , 
2021-06-26 18:34:34,69.93, , , , 
2021-06-26 18:44:34,69.49, , , , 
2021-06-26 18:54:34,69.04, , , , 
2021-06-26 19:04:34,68.71, , , , 
2021-06-26 19:14:34,68.25, , , , 
2021-06-26 19:24:34,67.90, , , , 
2021-06-26 19:34:34,67.61, , , , 
2021-06-26 19:44:34,67.34, , , , 
2021-06-26 19:54:34,67.11, , , , 
2021-06-26 20:04:34,66.86, , , , 
2021-06-26 20:14:34,66.59, , , , 
2021-06-26 20:24:34,66.22, , , , 
2021-06-26 20:34:34,65.89, , , , 
2021-06-26 20:44:34,65.64, , , , 
2021-06-26 20:54:34,65.43, , , , 
2021-06-26 21:04:34,65.12, , , , 
2021-06-26 21:14:34,64.93, , , , 
2021-06-26 21:24:34,64.72, , , , 
2021-06-26 21:34:34,62.56, , , , 
2021-06-26 21:44:34,62.77, , , , 
2021-06-26 21:54:34,60.93, , , , 
2021-06-26 22:04:34,60.35, , , , 
2021-06-26 22:14:34,59.76, , , , 
2021-06-26 22:24:34,59.29, , , , 
2021-06-26 22:34:34,58.89, , , , 
2021-06-26 22:44:34,58.73, , , , 
2021-06-26 22:54:34,58.62, , , , 
2021-06-26 23:04:34,58.29, , , , 
2021-06-26 23:14:34,58.08, , , , 
2021-06-26 23:24:34,57.90, , , , 
2021-06-26 23:34:34,57.73, , , , 
2021-06-26 23:44:34,57.56, , , , 
2021-06-26 23:54:34,57.46, , , , 
2021-06-27 00:04:34,57.36, , , , 
2021-06-27 00:14:34,57.28, , , , 
2021-06-27 00:24:34,57.17, , , , 
2021-06-27 00:34:34,57.07, , , , 
2021-06-27 00:44:34,57.01, , , , 
2021-06-27 00:54:34,57.05, , , , 
2021-06-27 01:04:34,57.05, , , , 
2021-06-27 01:14:34,57.01, , , , 
2021-06-27 01:24:34,56.98, , , , 
2021-06-27 01:34:34,56.88, , , , 
2021-06-27 01:44:34,56.82, , , , 
2021-06-27 01:54:34,56.82, , , , 
2021-06-27 02:04:34,56.80, , , , 
2021-06-27 02:14:34,56.86, , , , 
2021-06-27 02:24:34,57.00, , , , 
2021-06-27 02:34:34,57.34, , , , 
2021-06-27 02:44:34,57.61, , , , 
2021-06-27 02:54:34,57.88, , , , 
2021-06-27 03:04:34,58.11, , , , 
2021-06-27 03:14:34,58.37, , , , 
2021-06-27 03:24:34,58.52, , , , 
2021-06-27 03:34:34,58.73, , , , 
2021-06-27 03:44:34,58.85, , , , 
2021-06-27 03:54:34,59.00, , , , 
2021-06-27 04:04:34,59.10, , , , 
2021-06-27 04:14:34,59.16, , , , 
2021-06-27 04:24:34,59.23, , , , 
2021-06-27 04:34:34,59.41, , , , 
2021-06-27 04:44:34,59.52, , , , 
2021-06-27 04:54:34,59.58, , , , 
2021-06-27 05:04:34,59.66, , , , 
2021-06-27 05:14:34,59.66, , , , 
2021-06-27 05:24:34,59.76, , , , 
2021-06-27 05:34:34,59.78, , , , 
2021-06-27 05:44:34,59.83, , , , 
2021-06-27 05:54:34,59.93, , , , 
2021-06-27 06:04:34,59.99, , , , 
2021-06-27 06:14:34,59.97, , , , 
2021-06-27 06:24:34,60.06, , , , 
2021-06-27 06:34:34,60.12, , , , 
2021-06-27 06:44:34,60.32, , , , 
2021-06-27 06:54:34,60.41, , , , 
2021-06-27 07:04:34,60.61, , , , 
2021-06-27 07:14:34,60.70, , , , 
2021-06-27 07:24:34,60.82, , , , 
2021-06-27 07:34:34,60.99, , , , 
2021-06-27 07:44:34,61.17, , , , 
2021-06-27 07:54:34,61.53, , , , 
2021-06-27 08:04:34,61.86, , , , 
2021-06-27 08:14:34,62.23, , , , 
2021-06-27 08:24:34,62.54, , , , 
2021-06-27 08:34:34,62.83, , , , 
2021-06-27 08:44:34,63.25, , , , 
2021-06-27 08:54:34,63.67, , , , 
2021-06-27 09:04:34,64.25, , , , 
2021-06-27 09:14:34,64.68, , , , 
2021-06-27 09:24:34,65.06, , , , 
2021-06-27 09:34:34,65.59, , , , 
2021-06-27 09:44:34,66.09, , , , 
2021-06-27 09:54:34,66.80, , , , 
2021-06-27 10:04:34,67.63, , , , 
2021-06-27 10:14:34,70.08, , , , 
2021-06-27 10:24:34,73.60, , , , 
2021-06-27 10:34:34,76.05, , , , 
2021-06-27 10:44:34,78.33, , , , 
2021-06-27 10:54:34,80.26, , , , 
2021-06-27 11:04:34,82.05, , , , 
2021-06-27 11:14:34,83.64, , , , 
2021-06-27 11:24:34,85.06, , , , 
2021-06-27 11:34:34,86.40, , , , 
2021-06-27 11:44:34,87.52, , , , 
2021-06-27 11:54:34,88.50, , , , 
2021-06-27 12:04:34,89.39, , , , 
2021-06-27 12:14:34,90.18, , , , 
2021-06-27 12:24:34,90.88, , , , 
2021-06-27 12:34:34,91.57, , , , 
2021-06-27 12:44:34,92.17, , , , 
2021-06-27 12:54:34,92.63, , , , 
2021-06-27 13:04:34,93.13, , , , 
2021-06-27 13:14:34,93.66, , , , 
2021-06-27 13:24:34,94.06, , , , 
2021-06-27 13:34:34,94.43, , , , 
2021-06-27 13:44:34,94.39, , , , 
2021-06-27 13:54:34,94.60, , , , 
2021-06-27 14:04:34,94.78, , , , 
2021-06-27 14:14:34,94.89, , , , 
2021-06-27 14:24:34,94.95, , , , 
2021-06-27 14:34:34,95.08, , , , 
2021-06-27 14:44:34,94.87, , , , 
2021-06-27 14:54:34,94.56, , , , 
2021-06-27 15:04:34,94.27, , , , 
2021-06-27 15:14:34,94.08, , , , 
2021-06-27 15:24:34,93.85, , , , 
2021-06-27 15:34:34,93.40, , , , 
2021-06-27 15:44:34,90.30, , , , 
2021-06-27 15:54:34,86.05, , , , 
2021-06-27 16:04:34,83.54, , , , 
2021-06-27 16:14:34,81.32, , , , 
2021-06-27 16:24:34,79.60, , , , 
2021-06-27 16:34:34,78.06, , , , 
2021-06-27 16:44:34,76.73, , , , 
2021-06-27 16:54:34,75.55, , , , 
2021-06-27 17:04:34,74.60, , , , 
2021-06-27 17:14:34,73.81, , , , 
2021-06-27 17:24:34,72.88, , , , 
2021-06-27 17:34:34,72.19, , , , 
2021-06-27 17:44:34,71.51, , , , 
2021-06-27 17:54:34,70.84, , , , 
2021-06-27 18:04:34,70.32, , , , 
2021-06-27 18:14:34,69.79, , , , 
2021-06-27 18:24:34,69.33, , , , 
2021-06-27 18:34:34,68.89, , , , 
2021-06-27 18:44:34,68.44, , , , 
2021-06-27 18:54:34,68.08, , , , 
2021-06-27 19:04:34,67.67, , , , 
2021-06-27 19:14:34,67.38, , , , 
2021-06-27 19:24:34,67.07, , , , 
2021-06-27 19:34:34,66.74, , , , 
2021-06-27 19:44:34,66.45, , , , 
2021-06-27 19:54:34,66.18, , , , 
2021-06-27 20:04:34,65.93, , , , 
2021-06-27 20:14:34,65.66, , , , 
2021-06-27 20:24:34,65.43, , , , 
2021-06-27 20:34:34,65.18, , , , 
2021-06-27 20:44:34,64.95, , , , 
2021-06-27 20:54:34,64.66, , , , 
2021-06-27 21:04:34,64.52, , , , 
2021-06-27 21:14:34,64.29, , , , 
2021-06-27 21:24:34,64.12, , , , 
2021-06-27 21:34:34,63.95, , , , 
2021-06-27 21:44:34,63.83, , , , 
2021-06-27 21:54:34,63.71, , , , 
2021-06-27 22:04:34,63.54, , , , 
2021-06-27 22:14:34,63.35, , , , 
2021-06-27 22:24:34,63.29, , , , 
2021-06-27 22:34:34,63.21, , , , 
2021-06-27 22:44:34,63.19, , , , 
2021-06-27 22:54:34,63.31, , , , 
2021-06-27 23:04:34,61.94, , , , 
2021-06-27 23:14:34,59.78, , , , 
2021-06-27 23:24:34,59.52, , , , 
2021-06-27 23:34:34,58.11, , , , 
2021-06-27 23:44:34,58.27, , , , 
2021-06-27 23:54:34,57.98, , , , 
2021-06-28 00:04:34,57.30, , , , 
2021-06-28 00:14:34,57.19, , , , 
2021-06-28 00:24:34,57.03, , , , 
2021-06-28 00:34:34,56.90, , , , 
2021-06-28 00:44:34,56.86, , , , 
2021-06-28 00:54:34,56.57, , , , 
2021-06-28 01:04:34,56.61, , , , 
2021-06-28 01:14:34,56.53, , , , 
2021-06-28 01:24:34,56.44, , , , 
2021-06-28 01:34:34,56.42, , , , 
2021-06-28 01:44:34,56.36, , , , 
2021-06-28 01:54:34,56.42, , , , 
2021-06-28 02:04:34,56.40, , , , 
2021-06-28 02:14:34,56.55, , , , 
2021-06-28 02:24:34,56.32, , , , 
2021-06-28 02:34:34,56.49, , , , 
2021-06-28 02:44:34,56.55, , , , 
2021-06-28 02:54:34,56.80, , , , 
2021-06-28 03:04:34,57.17, , , , 
2021-06-28 03:14:34,57.40, , , , 
2021-06-28 03:24:34,57.57, , , , 
2021-06-28 03:34:34,57.88, , , , 
2021-06-28 03:44:34,58.00, , , , 
2021-06-28 03:54:34,58.23, , , , 
2021-06-28 04:04:34,58.39, , , , 
2021-06-28 04:14:34,58.50, , , , 
2021-06-28 04:24:34,58.64, , , , 
2021-06-28 04:34:34,58.79, , , , 
2021-06-28 04:44:34,58.85, , , , 
2021-06-28 04:54:34,58.95, , , , 
2021-06-28 05:04:34,59.10, , , , 
2021-06-28 05:14:34,59.10, , , , 
2021-06-28 05:24:34,59.29, , , , 
2021-06-28 05:34:34,59.33, , , , 
2021-06-28 05:44:34,59.43, , , , 
2021-06-28 05:54:34,59.47, , , , 
2021-06-28 06:04:34,59.56, , , , 
2021-06-28 06:14:34,59.60, , , , 
2021-06-28 06:24:34,59.76, , , , 
2021-06-28 06:34:34,59.85, , , , 
2021-06-28 06:44:34,59.89, , , , 
2021-06-28 06:54:34,60.01, , , , 
2021-06-28 07:04:34,60.18, , , , 
2021-06-28 07:14:34,60.32, , , , 
2021-06-28 07:24:34,60.45, , , , 
2021-06-28 07:34:34,60.68, , , , 
2021-06-28 07:44:34,60.88, , , , 
2021-06-28 07:54:34,61.15, , , , 
2021-06-28 08:04:34,61.36, , , , 
2021-06-28 08:14:34,61.65, , , , 
2021-06-28 08:24:34,62.05, , , , 
2021-06-28 08:34:34,62.44, , , , 
2021-06-28 08:44:34,62.84, , , , 
2021-06-28 08:54:34,63.25, , , , 
2021-06-28 09:04:34,63.93, , , , 
2021-06-28 09:14:34,64.45, , , , 
2021-06-28 09:24:34,65.43, , , , 
2021-06-28 09:34:34,66.63, , , , 
2021-06-28 09:44:34,70.47, , , , 
2021-06-28 09:54:34,72.73, , , , 
2021-06-28 10:04:34,74.83, , , , 
2021-06-28 10:14:34,76.84, , , , 
2021-06-28 10:24:34,78.67, , , , 
2021-06-28 10:34:34,80.39, , , , 
2021-06-28 10:44:34,81.96, , , , 
2021-06-28 10:54:34,83.44, , , , 
2021-06-28 11:04:34,84.87, , , , 
2021-06-28 11:14:34,86.18, , , , 
2021-06-28 11:24:34,87.23, , , , 
2021-06-28 11:34:34,88.35, , , , 
2021-06-28 11:44:34,89.33, , , , 
2021-06-28 11:54:34,90.08, , , , 
2021-06-28 12:04:34,90.91, , , , 
2021-06-28 12:14:34,91.67, , , , 
2021-06-28 12:24:34,92.27, , , , 
2021-06-28 12:34:34,92.90, , , , 
2021-06-28 12:44:34,93.50, , , , 
2021-06-28 12:54:34,93.95, , , , 
2021-06-28 13:04:34,94.10, , , , 
2021-06-28 13:14:34,94.47, , , , 
2021-06-28 13:24:34,94.52, , , , 
2021-06-28 13:34:34,94.66, , , , 
2021-06-28 13:44:34,94.85, , , , 
2021-06-28 13:54:34,94.78, , , , 
2021-06-28 14:04:34,94.83, , , , 
2021-06-28 14:14:34,94.93, , , , 
2021-06-28 14:24:34,94.91, , , , 
2021-06-28 14:34:34,94.87, , , , 
2021-06-28 14:44:34,94.78, , , , 
2021-06-28 14:54:34,94.66, , , , 
2021-06-28 15:04:34,94.43, , , , 
2021-06-28 15:14:34,94.39, , , , 
2021-06-28 15:24:34,94.04, , , , 
2021-06-28 15:34:34,93.66, , , , 
2021-06-28 15:44:34,91.03, , , , 
2021-06-28 15:54:34,86.53, , , , 
2021-06-28 16:04:34,84.00, , , , 
2021-06-28 16:14:34,81.94, , , , 
2021-06-28 16:24:34,80.10, , , , 
2021-06-28 16:34:34,78.67, , , , 
2021-06-28 16:44:34,77.44, , , , 
2021-06-28 16:54:34,76.38, , , , 
2021-06-28 17:04:34,75.47, , , , 
2021-06-28 17:14:34,74.66, , , , 
2021-06-28 17:24:34,73.95, , , , 
2021-06-28 17:34:34,73.35, , , , 
2021-06-28 17:44:34,72.73, , , , 
2021-06-28 17:54:34,72.15, , , , 
2021-06-28 18:04:34,71.65, , , , 
2021-06-28 18:14:34,71.15, , , , 
2021-06-28 18:24:34,70.72, , , , 
2021-06-28 18:34:34,70.20, , , , 
2021-06-28 18:44:34,69.74, , , , 
2021-06-28 18:54:34,69.33, , , , 
2021-06-28 19:04:34,69.00, , , , 
2021-06-28 19:14:34,68.64, , , , 
2021-06-28 19:24:34,68.25, , , , 
2021-06-28 19:34:34,67.96, , , , 
2021-06-28 19:44:34,67.67, , , , 
2021-06-28 19:54:34,67.40, , , , 
2021-06-28 20:04:34,67.13, , , , 
2021-06-28 20:14:34,66.84, , , , 
2021-06-28 20:24:34,66.55, , , , 
2021-06-28 20:34:34,66.34, , , , 
2021-06-28 20:44:34,66.09, , , , 
2021-06-28 20:54:34,65.86, , , , 
2021-06-28 21:04:34,65.68, , , , 
2021-06-28 21:14:34,65.51, , , , 
2021-06-28 21:24:34,65.24, , , , 
2021-06-28 21:34:34,65.06, , , , 
2021-06-28 21:44:34,64.76, , , , 
2021-06-28 21:54:34,64.64, , , , 
2021-06-28 22:04:34,64.41, , , , 
2021-06-28 22:14:34,64.37, , , , 
2021-06-28 22:24:34,64.23, , , , 
2021-06-28 22:34:34,64.04, , , , 
2021-06-28 22:44:34,63.77, , , , 
2021-06-28 22:54:34,63.60, , , , 
2021-06-28 23:04:34,63.37, , , , 
2021-06-28 23:14:34,63.23, , , , 
2021-06-28 23:24:34,63.11, , , , 
2021-06-28 23:34:34,62.94, , , , 
2021-06-28 23:44:34,62.65, , , , 
2021-06-28 23:54:34,62.44, , , , 
2021-06-29 00:04:34,62.25, , , , 
2021-06-29 00:14:34,62.32, , , , 
2021-06-29 00:24:34,62.15, , , , 
2021-06-29 00:34:34,60.89, , , , 
2021-06-29 00:44:34,60.39, , , , 
2021-06-29 00:54:34,58.37, , , , 
2021-06-29 01:04:34,57.38, , , , 
2021-06-29 01:14:34,57.36, , , , 
2021-06-29 01:24:34,56.86, , , , 
2021-06-29 01:34:34,56.59, , , , 
2021-06-29 01:44:34,56.09, , , , 
2021-06-29 01:54:34,55.89, , , , 
2021-06-29 02:04:34,56.09, , , , 
2021-06-29 02:14:34,56.40, , , , 
2021-06-29 02:24:34,55.82, , , , 
2021-06-29 02:34:34,55.97, , , , 
2021-06-29 02:44:34,56.17, , , , 
2021-06-29 02:54:34,56.26, , , , 
2021-06-29 03:04:34,56.32, , , , 
2021-06-29 03:14:34,56.67, , , , 
2021-06-29 03:24:34,56.49, , , , 
2021-06-29 03:34:34,56.59, , , , 
2021-06-29 03:44:34,56.82, , , , 
2021-06-29 03:54:34,57.01, , , , 
2021-06-29 04:04:34,57.34, , , , 
2021-06-29 04:14:34,57.56, , , , 
2021-06-29 04:24:34,57.79, , , , 
2021-06-29 04:34:34,58.06, , , , 
2021-06-29 04:44:34,58.27, , , , 
2021-06-29 04:54:34,58.58, , , , 
2021-06-29 05:04:34,58.69, , , , 
2021-06-29 05:14:34,58.91, , , , 
2021-06-29 05:24:34,59.02, , , , 
2021-06-29 05:34:34,59.23, , , , 
2021-06-29 05:44:34,59.37, , , , 
2021-06-29 05:54:34,59.54, , , , 
2021-06-29 06:04:34,59.76, , , , 
2021-06-29 06:14:34,59.91, , , , 
2021-06-29 06:24:34,60.03, , , , 
2021-06-29 06:34:34,60.28, , , , 
2021-06-29 06:44:34,60.49, , , , 
2021-06-29 06:54:34,60.72, , , , 
2021-06-29 07:04:34,60.91, , , , 
2021-06-29 07:14:34,61.22, , , , 
2021-06-29 07:24:34,61.38, , , , 
2021-06-29 07:34:34,61.69, , , , 
2021-06-29 07:44:34,62.00, , , , 
2021-06-29 07:54:34,62.34, , , , 
2021-06-29 08:04:34,62.79, , , , 
2021-06-29 08:14:34,63.25, , , , 
2021-06-29 08:24:34,63.62, , , , 
2021-06-29 08:34:34,64.04, , , , 
2021-06-29 08:44:34,64.56, , , , 
2021-06-29 08:54:34,64.99, , , , 
2021-06-29 09:04:34,65.97, , , , 
2021-06-29 09:14:34,67.96, , , , 
2021-06-29 09:24:34,70.93, , , , 
2021-06-29 09:34:34,72.40, , , , 
2021-06-29 09:44:34,74.18, , , , 
2021-06-29 09:54:34,75.93, , , , 
2021-06-29 10:04:34,77.63, , , , 
2021-06-29 10:14:34,79.20, , , , 
2021-06-29 10:24:34,80.74, , , , 
2021-06-29 10:34:34,82.19, , , , 
2021-06-29 10:44:34,83.64, , , , 
2021-06-29 10:54:34,84.83, , , , 
2021-06-29 11:04:34,86.03, , , , 
2021-06-29 11:14:34,87.09, , , , 
2021-06-29 11:24:34,88.15, , , , 
2021-06-29 11:34:34,89.06, , , , 
2021-06-29 11:44:34,89.83, , , , 
2021-06-29 11:54:34,90.66, , , , 
2021-06-29 12:04:34,91.32, , , , 
2021-06-29 12:14:34,91.90, , , , 
2021-06-29 12:24:34,92.38, , , , 
2021-06-29 12:34:34,92.94, , , , 
2021-06-29 12:44:34,93.15, , , , 
2021-06-29 12:54:34,93.66, , , , 
2021-06-29 13:04:34,93.95, , , , 
2021-06-29 13:14:34,94.31, , , , 
2021-06-29 13:24:34,94.49, , , , 
2021-06-29 13:34:34,94.68, , , , 
2021-06-29 13:44:34,94.72, , , , 
2021-06-29 13:54:34,94.81, , , , 
2021-06-29 14:04:34,94.78, , , , 
2021-06-29 14:14:34,94.78, , , , 
2021-06-29 14:24:34,94.87, , , , 
2021-06-29 14:34:34,94.76, , , , 
2021-06-29 14:44:34,94.58, , , , 
2021-06-29 14:54:34,94.39, , , , 
2021-06-29 15:04:34,94.18, , , , 
2021-06-29 15:14:34,93.93, , , , 
2021-06-29 15:24:34,93.77, , , , 
2021-06-29 15:34:34,93.35, , , , 
2021-06-29 15:44:34,91.30, , , , 
2021-06-29 15:54:34,86.71, , , , 
2021-06-29 16:04:34,84.20, , , , 
2021-06-29 16:14:34,82.09, , , , 
2021-06-29 16:24:34,80.37, , , , 
2021-06-29 16:34:34,78.91, , , , 
2021-06-29 16:44:34,77.81, , , , 
2021-06-29 16:54:34,76.76, , , , 
2021-06-29 17:04:34,75.86, , , , 
2021-06-29 17:14:34,74.97, , , , 
2021-06-29 17:24:34,74.20, , , , 
2021-06-29 17:34:34,73.58, , , , 
2021-06-29 17:44:34,72.92, , , , 
2021-06-29 17:54:34,72.40, , , , 
2021-06-29 18:04:34,71.94, , , , 
2021-06-29 18:14:34,71.40, , , , 
2021-06-29 18:24:34,71.03, , , , 
2021-06-29 18:34:34,70.62, , , , 
2021-06-29 18:44:34,70.30, , , , 
2021-06-29 18:54:34,69.83, , , , 
2021-06-29 19:04:34,69.50, , , , 
2021-06-29 19:14:34,69.12, , , , 
2021-06-29 19:24:34,68.79, , , , 
2021-06-29 19:34:34,68.44, , , , 
2021-06-29 19:44:34,68.13, , , , 
2021-06-29 19:54:34,67.90, , , , 
2021-06-29 20:04:34,67.63, , , , 
2021-06-29 20:14:34,67.27, , , , 
2021-06-29 20:24:34,67.03, , , , 
2021-06-29 20:34:34,66.82, , , , 
2021-06-29 20:44:34,66.59, , , , 
2021-06-29 20:54:34,66.26, , , , 
2021-06-29 21:04:34,66.01, , , , 
2021-06-29 21:14:34,65.82, , , , 
2021-06-29 21:24:34,65.62, , , , 
2021-06-29 21:34:34,65.49, , , , 
2021-06-29 21:44:34,65.32, , , , 
2021-06-29 21:54:34,65.05, , , , 
2021-06-29 22:04:34,64.81, , , , 
2021-06-29 22:14:34,64.62, , , , 
2021-06-29 22:24:34,64.45, , , , 
2021-06-29 22:34:34,64.29, , , , 
2021-06-29 22:44:34,64.18, , , , 
2021-06-29 22:54:34,64.00, , , , 
2021-06-29 23:04:34,63.95, , , , 
2021-06-29 23:14:34,63.73, , , , 
2021-06-29 23:24:34,63.64, , , , 
2021-06-29 23:34:34,63.44, , , , 
2021-06-29 23:44:34,63.37, , , , 
2021-06-29 23:54:34,63.27, , , , 
2021-06-30 00:04:34,63.06, , , , 
2021-06-30 00:14:34,62.98, , , , 
2021-06-30 00:24:34,62.86, , , , 
2021-06-30 00:34:34,62.54, , , , 
2021-06-30 00:44:34,62.56, , , , 
2021-06-30 00:54:34,62.46, , , , 
2021-06-30 01:04:34,62.28, , , , 
2021-06-30 01:14:34,62.23, , , , 
2021-06-30 01:24:34,62.17, , , , 
2021-06-30 01:34:34,62.05, , , , 
2021-06-30 01:44:34,62.01, , , , 
2021-06-30 01:54:34,62.11, , , , 
2021-06-30 02:04:34,62.23, , , , 
